stockName,MarketCap,P/E,ForP/E,PEG,P/S,P/B,P/Cash,EPS,Own,ROA,ROE,Ratio,D/E,Margin,20SMA,52wkH/L,RSI,Gap,Price,Change,Volume
BDBD,547.9,230.25,20.47,11.51,1.61,1.64,117.07,0.04,0.02,0,0.01,1.47,0.73,0.01,0.04,2.86,52.71,-0.01,9.21,-0.03,463259
BDC,2143.77,50.73,11.97,5.64,1.16,2.65,5.43,0.96,0.01,0.02,0.06,2.12,1.42,0.02,0.01,1.81,50.85,0.01,48.7,-0.01,292490
BDE,315.69,124.25,41.42,7.1,1.79,1.27,61.78,0.08,0.13,0.01,0.01,3.98,0.16,0.01,0.07,1.41,69.06,0,9.94,0,101027
BDX,18352.5,17.08,15.16,2.1,2.36,4.11,7.31,5.54,0,0.1,0.25,2.73,0.93,0.15,-0.01,1.39,51.7,0,94.62,-0.02,1257355
BEAM,10345.49,26.11,22.09,2.24,4.2,2.24,28.29,2.47,0,0.05,0.09,2.37,0.54,0.16,0.03,1.26,58.47,0,64.49,0,449525
BEAV,6427.89,24.85,14.61,1.03,2.02,2.89,12.09,2.47,0,0.05,0.12,3.5,0,0.08,0.03,1.72,63.41,0,61.37,-0.01,585089
BECN,1844.39,24.55,17.87,1.4,0.89,2.69,54.2,1.55,0,0.06,0.12,2,0.42,0.04,0.02,1.77,56.11,0.01,38.06,0,494640
BG,10518.45,28.49,8.88,2.59,0.17,1.03,2.57,2.51,0.01,0.01,0.03,1.49,0.54,0.01,0.03,1.43,55.01,0,71.52,-0.02,1352017
BGC,1683.98,481.71,10.04,48.17,0.28,1.24,2.64,0.07,0.01,0,0,1.64,1.07,0,-0.02,1.57,47.31,0,33.72,-0.02,494303
BGFV,339.18,22.58,13.2,1.55,0.36,2.06,44.39,0.69,0.16,0.04,0.09,1.93,0.32,0.02,0.05,2.83,57.48,0.01,15.58,0,138130
BGG,1074.41,85.77,14.58,12.25,0.57,1.55,47.6,0.26,0.01,0.01,0.02,2.71,0.38,0.01,-0.04,1.6,42.51,0,22.3,-0.01,377191
BGS,1625.97,25.01,19.11,2.69,2.51,4.47,100.68,1.23,0.02,0.05,0.21,1.72,1.73,0.1,0.04,1.6,59.9,0,30.76,-0.01,291998
BH,548.08,29.53,19.31,2.27,0.74,1.36,1.62,12.98,0,0.03,0.05,2.76,0.75,0.03,0.01,1.28,54.04,0,383.27,-0.01,2829
BHE,960.2,17.32,13.45,1.73,0.39,0.84,2.5,1.01,0.01,0.04,0.05,3.67,0.01,0.02,0.02,1.47,52.72,0,17.49,-0.02,285999
BHI,19497.96,16.22,10.76,1.38,0.91,1.12,17.71,2.72,0,0.05,0.07,2.41,0.29,0.06,-0.02,1.38,46.16,-0.01,44.13,0,3789520
BID,2397.93,22.53,14.17,1.13,3.12,2.4,3.12,1.56,0.01,0.04,0.11,1.73,0.7,0.14,-0.01,1.49,46.83,0,35.15,-0.01,707385
BIDU,29728.09,17.53,13.43,0.79,8.22,7.16,5.64,4.85,0,0.3,0.51,4.21,0.46,0.47,-0.03,1.64,44.72,-0.09,85.02,-0.08,14167205
BIG,2148.32,12.47,10.54,1.22,0.4,2.79,35.46,2.96,0.02,0.1,0.22,1.73,0.23,0.03,0.04,1.58,62.25,0,36.9,-0.01,448241
BIIB,50699.86,37.08,21.71,2.16,9.19,7.26,29.72,5.76,0,0.14,0.21,1.96,0.16,0.25,0.06,1.72,64.95,0,213.59,-0.01,1061545
BIN,2503.8,26.84,18.42,22.37,1.32,1.97,83.63,0.81,0.05,0.03,0.07,1.02,1.33,0.05,0.05,1.32,71.95,0.01,21.74,0.03,213968
BIO,3390.36,20.8,17.86,2.08,1.64,1.69,3.68,5.72,0.16,0.05,0.09,4.11,0.37,0.08,-0.03,1.39,36.27,-0.01,118.96,-0.01,48770
BIP,5458.33,85.38,34.93,14.23,2.72,1.41,14.18,0.45,0.05,0.02,0.02,0.59,1.4,0.15,0.02,1.42,54.93,0,38.42,0,366226
BIRT,275.82,29.15,12.67,1.94,1.99,2.25,4.15,0.2,0.08,0.06,0.09,1.87,0.01,0.07,0,1.47,49.28,0,5.83,-0.01,104578
BITA,468.45,25.57,10.32,1.28,3.11,2.81,5.7,0.44,0.17,0.08,0.12,2.58,0,0.12,0.09,3.31,73.46,0,11.25,0.01,21067
BJRI,1010.51,32.94,24.6,1.83,1.43,2.71,30.26,1.09,0.05,0.06,0.09,1,0,0.04,0.1,1.67,69.72,0.02,35.91,0.05,703867
BKE,2320.33,13.96,12.98,1.8,2.06,7.98,16.11,3.44,0.02,0.33,0.5,2.15,0,0.15,0.03,1.52,57.8,0,48.02,-0.01,89517
BKEP,322.6,26.88,21.12,2.24,1.77,3.44,101.45,0.33,0,0.1,0.02,0.69,3.64,0.17,0.03,1.61,59.59,-0.01,8.87,-0.01,3070
BKH,2056.22,23.02,18.81,3.84,1.75,1.66,133,2.01,0.01,0.02,0.07,0.55,1.07,0.08,0.03,1.58,66.84,0,46.28,0,216207
BKI,1461.51,15.1,13.19,1.59,1.73,2.28,24.96,2.49,0.03,0.12,0.16,5.24,0.15,0.12,0.24,1.62,84.3,-0.01,37.6,-0.01,1169339
BKR,233.1,109.68,14.03,13.71,0.39,1.04,3.01,0.22,0.02,0.01,0.01,2.01,0,0,-0.01,1.49,46.36,-0.01,24.13,-0.01,29658
BLC,1032.14,11.03,10.6,2.76,1.44,3.71,202.78,0.98,0.01,0.07,0.35,1.55,2.31,0.14,0.06,2.04,66.32,-0.01,10.81,-0.01,607198
BLKB,1324.18,193.47,20.01,12.9,2.96,8.98,98.16,0.15,0.01,0.01,0.05,0.69,1.46,0.01,0,1.5,51.39,0,29.02,-0.02,103549
BLL,6579.84,17.68,12.23,1.67,0.76,5.92,31.63,2.49,0.01,0.05,0.32,1.5,3.05,0.05,-0.06,1.28,34.66,0,44.03,-0.02,2232104
BLMN,2634.89,47.04,16.39,2.8,0.66,12.3,10.07,0.46,0,0.02,0.41,0.71,7.04,0.02,0.1,1.88,72.42,0,21.64,0,286438
BLT,673.11,17.2,10.14,1.15,0.73,6.01,13.39,0.79,0,0.04,0.44,2.79,4.64,0.04,0.02,1.4,50.88,-0.01,13.59,-0.02,110019
BMC,6441.46,22.14,11.69,1.84,2.93,9.58,5.45,2.06,0.01,0.08,0.31,1.32,1.96,0.15,0.02,1.35,64.12,0,45.6,0,1694738
BMI,630.26,25.37,18.06,16.91,2,3.64,166.3,1.73,0.04,0.08,0.15,1.31,0.37,0.08,-0.12,1.69,33.9,0,43.89,-0.03,64628
BMS,3982.87,23.46,14.95,2.89,0.77,2.44,34.91,1.65,0.01,0.04,0.11,2.37,0.87,0.03,-0.04,1.43,42.52,0,38.71,-0.01,1221738
BMY,66161.91,45.77,18.73,5.2,4.08,4.84,26.12,0.88,0,0.05,0.1,1.2,0.58,0.1,-0.02,1.43,48.86,0,40.28,0,10975916
BNNY,630.86,89.14,37.07,3.96,3.98,8.16,48.68,0.42,0,0.11,0.34,3.99,0,0.06,-0.02,1.52,38.25,0,37.44,0,48243
BOBE,1185.46,23.11,15.63,2.89,0.71,1.86,267.6,1.84,0.02,0.05,0.08,0.84,0.3,0.03,0.02,1.33,60.21,0.01,42.52,0.02,216343
BODY,163.74,13.64,11.07,0.68,0.53,1.61,3.98,0.73,0.01,0.08,0.13,2.32,0,0.04,0.05,4.15,67.69,-0.01,9.96,0,151215
BONA,466.28,24.5,13.07,0.49,3.29,1.26,22.04,0.16,0.17,0.03,0.05,0.77,0.16,0.07,-0.05,1.66,35.31,0,3.92,-0.02,122055
BOOM,213.54,17.94,11.56,1.38,1.06,1.3,26.04,0.87,0.04,0.05,0.07,4.13,0.24,0.06,-0.03,1.66,35.81,-0.01,15.61,0,50000
BPI,575.73,4.67,10.64,1.1,0.59,1.16,1.47,2.28,0,0.19,0.3,2.21,0,0.13,0.05,2.75,59.47,0,10.64,0,210903
BPL,6506.9,26.56,17.12,13.28,1.49,2.56,959.72,2.32,0,0.04,0.1,1.07,1.24,0.05,0.01,1.51,59.16,0,61.63,-0.02,354225
BPO,9093.24,8,20.45,2.05,3.98,0.8,25.12,2.25,0.5,0.06,0.13,0.36,1.06,0.64,0.04,1.2,66.55,0,18,0,2330472
BR,2984.35,23.1,12.12,2.2,1.28,3.81,11.52,1.06,0.01,0.07,0.17,1.9,0.67,0.06,0.01,1.3,57.11,0,24.49,0,445510
BRC,1678.44,30.26,12.72,2.98,1.28,1.62,11.88,1.08,0.02,0.03,0.05,1.42,0.32,0.04,0.01,1.49,50,0,32.68,-0.01,144902
BRCD,2623.07,24.25,8.31,2.6,1.16,1.2,3.84,0.24,0,0.03,0.05,1.68,0.41,0.05,0.03,1.54,58.86,-0.01,5.82,-0.01,3060952
BRCM,19722.34,24.32,11.11,1.62,2.41,2.46,7.99,1.42,0.01,0.08,0.11,2.33,0.21,0.1,0.03,1.3,55.85,0,34.54,0,6934928
BREW,142.01,57.77,27.81,2.89,0.84,1.31,28.35,0.13,0.09,0.02,0.02,1.19,0.12,0.01,0,1.59,52.18,0.01,7.51,-0.01,23154
BRKR,2971.64,38.67,16.63,2.8,1.66,4.2,9.57,0.46,0.33,0.04,0.12,1.92,0.48,0.04,-0.04,1.96,42.1,-0.01,17.79,-0.03,646868
BRKS,619.05,4.91,14.58,0.27,1.24,0.97,6.01,1.9,0.04,0.18,0.22,4.05,0,0.25,-0.02,1.68,45.54,0,9.33,-0.01,186321
BRLI,694.66,16.06,11.93,0.94,1.03,2.94,26.39,1.56,0.1,0.14,0.2,2.86,0.1,0.06,0,1.8,50.3,-0.01,25.06,0.01,230579
BRO,4384.5,22.72,18.02,1.98,3.56,2.36,12.62,1.34,0.03,0.06,0.11,1.43,0.24,0.16,-0.02,1.32,46.65,0,30.45,-0.01,342365
BRS,2218.53,21.53,13.73,1.03,1.5,1.38,9.57,2.85,0,0.04,0.07,2.05,0.56,0.07,-0.02,1.79,47.29,0,61.37,0,161858
BRY,2506.11,15.38,13.9,1.4,2.56,2.55,8084.22,3.1,0.02,0.06,0.18,0.55,1.64,0.18,0.01,1.63,57.3,0,47.69,-0.02,720321
BSFT,684.28,56.81,14.46,3.1,4.15,4.23,4.18,0.43,0.02,0.04,0.08,3.46,0.54,0.07,-0.02,2.25,42.46,0,24.43,-0.02,328759
BSTC,107.95,39.53,19.1,1.52,9.68,6.2,12.7,0.43,0.03,0.17,0.18,19.15,0,0.27,0.02,1.76,55.84,0,17,0,8840
BTN,61.72,11.26,10.97,0.75,0.34,0.92,1.68,0.39,0.02,0.05,0.09,2.9,0,0.03,0.01,2.1,63.09,0,4.39,0,49079
BWA,9005.59,18.73,12.41,1.32,1.25,2.92,12.58,4.16,0.01,0.08,0.18,1.54,0.35,0.07,0.05,1.37,61.29,0.01,77.93,0,1050972
BWC,3005.59,13.85,10.67,0.78,0.91,3.09,6.36,1.91,0,0.08,0.25,1.41,0,0.07,-0.02,1.33,45.06,0,26.46,-0.01,1045438
BWLD,1783.23,31.06,21.9,1.62,1.71,4.62,57.67,3.06,0.01,0.11,0.16,0.89,0.07,0.06,0.06,1.4,80.15,0,95.06,0,559558
BWP,6967.83,23.61,20.99,2.08,5.88,1.8,1786.62,1.28,0,0.04,0.07,0.6,0.91,0.26,0.01,1.35,61.59,0,30.22,0,832867
BWS,724.87,26.19,11.89,1.75,0.28,1.69,10.63,0.64,0.05,0.02,0.06,1.65,0.71,0.01,0.03,2.4,54.57,-0.01,16.76,-0.02,197568
BYI,2259.64,19.25,14.38,2.14,2.38,11.48,32.48,2.84,0.02,0.13,0.58,2.56,2.85,0.13,0.1,1.31,74.05,-0.01,54.66,0.01,884184
BZ,798.04,15.21,8.24,0.76,0.31,1.06,16.05,0.52,0.03,0.02,0.07,2.09,1.04,0.02,-0.05,1.53,39.78,0,7.91,-0.03,533364
CA,11844.8,13.12,10.27,1.64,2.53,2.16,4.65,1.98,0,0.08,0.16,1.14,0.24,0.2,0.05,1.27,67.84,0,25.98,0,2231412
CAAS,127.3,7.32,6.49,0.73,0.38,0.66,1.76,0.62,0.72,0.05,0.1,1.52,0.56,0.07,0.05,1.74,53.93,0,4.54,0,54175
CAB,4544.85,23.81,16.89,1.4,1.38,3.29,12.49,2.71,0.03,0.04,0.15,4.04,1.74,0.06,0.09,2,65.54,0,64.53,-0.01,1033824
CACI,1311.57,9.15,9.05,0.59,0.35,1.16,34.97,6.23,0,0.07,0.14,1.6,0.62,0.04,0.01,1.51,62.5,0,57,0,151615
CAE,2784.39,18.79,13.22,1.61,1.4,2.66,9.28,0.57,0.05,0.04,0.14,1.34,1.18,0.07,0.07,1.22,71.22,0.01,10.71,0.02,12483
CAG,14705.06,28,14.17,2.54,1.03,2.93,20.32,1.26,0,0.03,0.1,1.5,2.1,0.03,0,1.58,51.57,-0.01,35.28,-0.01,2706933
CAH,14991.02,13.33,12.18,1.28,0.14,2.29,6.65,3.3,0,0.05,0.18,1.26,0.44,0.01,0.02,1.3,56.5,0,43.98,-0.01,3718510
CAM,14974.97,20,12.13,0.97,1.76,2.68,8.79,3.02,0.01,0.07,0.15,2.18,0.37,0.09,-0.02,1.76,45.17,0.01,60.4,0,2646189
CAMP,375.03,23.26,24.32,1.16,2.21,7.93,27.66,0.46,0.04,0.22,0.44,2,0.14,0.08,0.07,2.33,59.41,0.05,10.7,0.06,739670
CAP,581.06,8.28,6.36,0.61,3.34,1.67,32.88,3.18,0.07,0.05,0.22,0.89,2.76,0.37,-0.07,1.77,37.28,-0.04,26.34,-0.01,330867
CAR,3129.3,12.17,10.1,0.38,0.43,4.11,5.16,2.39,0.02,0.02,0.5,1.16,12.83,0.04,0.04,2.42,62.14,0,29.08,0.03,2988533
CASY,2228.89,20.33,17.31,2,0.31,3.82,84.05,2.86,0,0.06,0.21,0.71,1.26,0.02,0.04,1.36,58,0,58.15,-0.01,231422
CAT,55469.63,11.4,10.43,0.81,0.88,3.04,9.27,7.43,0,0.06,0.3,1.45,2.22,0.08,0.01,1.34,49.61,0,84.68,0,5814639
CATM,1253.53,28.71,13.79,1.91,1.61,8.44,90.44,0.97,0.02,0.06,0.33,0.9,2.41,0.06,0.01,1.42,57.46,0,27.85,-0.01,181085
CATO,694.47,11.24,11.85,1.12,0.74,2.01,3.68,2.11,0,0.11,0.17,2.44,0,0.07,-0.01,1.33,46.91,0,23.71,0,148049
CBG,8007.93,26,14.31,2,1.21,5.06,15.44,0.93,0.01,0.05,0.22,1.26,2.03,0.05,-0.01,1.72,48.04,-0.01,24.18,-0.02,2866787
CBI,5746.78,17.36,10.53,0.92,1.05,3.77,8.93,3.07,0.01,0.08,0.24,1.54,0.58,0.06,-0.04,1.94,43.97,0,53.28,0,1090785
CBM,378.85,6.1,13.43,0.44,1.37,2.32,16.09,2.07,0.01,0.17,0.48,1.73,0.39,0.23,0.01,2.27,53.75,0,12.62,-0.01,102104
CBOE,3234,20.64,17.07,1.69,6.31,13.38,23.85,1.77,0.01,0.47,0.65,3.89,0,0.31,0,1.56,51.4,0,36.53,0,280627
CBPO,661.92,16.13,11.02,0.54,3.55,3.36,4.92,1.53,0.41,0.23,0.28,3.94,0.06,0.34,-0.07,4.41,40.87,0,24.68,-0.02,59647
CBRL,1939.05,17.29,14.7,1.73,0.73,4.46,10.42,4.72,0,0.08,0.3,1.21,1.21,0.04,0.01,1.52,57.66,0,81.61,-0.01,103334
CBS,28415.33,18.66,13.61,1.28,2.02,2.85,40.13,2.48,0,0.06,0.16,1.45,0.58,0.12,0.01,1.61,53.93,0,46.27,0.01,4845911
CBST,3026.03,26.84,24.44,0.87,3.2,2.96,3.22,1.73,0,0.07,0.14,7.15,0.4,0.13,0,1.36,55.31,0,46.44,0,353529
CBT,2326.06,14.08,9.05,1.01,0.69,1.27,25.56,2.59,0.01,0.05,0.1,1.78,0.82,0.05,0.08,1.37,63.4,-0.01,36.47,0,338711
CBZ,323.08,10.14,8.87,0.85,0.42,1.09,358.98,0.63,0.05,0.03,0.11,1.3,1.14,0.04,0.03,1.3,56.73,0,6.39,-0.01,143344
CCC,921.78,41.63,16.41,6.94,1.64,2.43,50.76,0.41,0.01,0.04,0.06,2.36,0.18,0.04,-0.01,1.62,48.27,0,17.07,0,203050
CCE,9865.44,16,12.77,1.58,1.22,3.77,13.68,2.25,0,0.07,0.24,1.07,1.29,0.08,-0.02,1.48,44.63,0,36,0,5584448
CCI,22731.92,120.91,68.48,4.84,9.34,7.65,51.5,0.64,0.01,0.02,0.07,1.28,3.95,0.08,0.06,1.5,67.2,0,77.38,-0.01,1914851
CCIX,259.96,10.99,8.32,1.1,0.28,4.89,27.19,1.34,0.07,0.06,0.59,2.59,6.33,0.03,0.04,1.99,59.97,0.03,14.72,-0.01,144133
CCJ,7449.34,28.55,14.27,2.38,3.26,1.55,9.47,0.66,0.04,0.03,0.05,3.06,0.31,0.11,-0.01,1.44,43.64,0,18.84,-0.01,1579689
CCL,26724.76,18.23,13.15,1.26,1.74,1.14,56.14,1.89,0.27,0.04,0.06,0.26,0.4,0.1,0.02,1.33,56.01,0,34.46,0,4317827
CCMP,767.79,19.47,13.94,1.8,1.78,2.68,4.53,1.69,0.03,0.07,0.09,6.15,0.59,0.09,0,1.37,47.5,-0.01,32.91,-0.01,128643
CCSC,164.75,20.32,13.4,0.45,0.87,1.18,1.86,0.31,0.03,0.05,0.06,4.87,0,0.04,-0.03,1.59,34.61,0,6.3,0,33691
CCUR,62.76,37.78,20.61,2.52,1,2.49,2.55,0.18,0.04,0.03,0.06,2.75,0,0.02,-0.02,2.59,47.62,-0.01,6.8,0.01,53065
CDE,1500.01,27.07,7.58,0.38,1.68,0.6,11.86,0.54,0,0.02,0.02,1.7,0.03,0.05,-0.1,2.4,37.05,0,14.62,-0.06,1919626
CDI,305.32,16.22,13.68,0.9,0.28,1.09,6.99,0.97,0.07,0.05,0.07,2.71,0.01,0.02,-0.05,1.25,38.62,0,15.73,-0.03,25461
CDNS,3862.95,8.03,13.38,0.46,2.83,4.19,4.24,1.7,0,0.24,0.66,1.21,0.44,0.36,0.04,1.52,57.15,0,13.65,-0.01,2838941
CE,7600.94,13.49,9.12,1.43,1.19,4.14,7.4,3.53,0,0.06,0.33,2.21,1.67,0.09,0.07,1.55,59.22,0.01,47.61,-0.01,885862
CEB,1864.61,51.25,22.71,3.58,2.99,16.14,25.65,1.09,0.01,0.04,0.38,0.71,4.68,0.06,-0.01,1.74,49.79,0,55.86,-0.02,101186
CEC,592.81,13.38,11.03,1.34,0.74,3.96,30.18,2.45,0.06,0.06,0.33,1.04,2.88,0.05,0.02,1.39,59.77,-0.01,32.77,0,76291
CEDU,108.42,22.81,7.8,1.63,1.44,0.94,1.68,0.27,0.05,0.06,0.05,2.33,0,0.16,-0.04,2.06,41.56,0,6.16,0,11088
CELG,50391.17,36.47,17.47,1.71,9.15,8.87,12.92,3.3,0,0.13,0.26,3.27,0.54,0.26,0.01,2.2,55.7,0,120.34,0.02,3249158
CELM,1.54,0.1,0.06,0.01,0.02,0.02,0.04,0.69,0.49,0.24,0.28,6.51,0,0.12,0.18,7,58.79,-0.17,0.07,0.17,1200
CEMI,42.46,45.7,24.05,3.05,1.66,2.66,14.39,0.1,0.1,0.06,0.07,3.26,0.01,0.04,-0.13,1.49,37.52,0,4.57,0.02,13749
CENT,433.7,22.72,8.95,2.27,0.26,0.96,14.26,0.39,0.02,0.02,0.04,3.01,1,0.01,0,1.53,50.21,-0.01,8.86,0,18693
CERN,16476.98,40.29,29.14,2.2,6.09,5.82,16.39,2.38,0.02,0.12,0.16,3.02,0.06,0.15,0.03,1.42,60.78,0.04,95.88,0.05,1988833
CEVA,332.18,25.81,21.7,1.29,6.19,1.7,2.46,0.58,0.01,0.06,0.07,10.32,0,0.26,-0.01,1.76,48.59,0,14.97,-0.02,65327
CF,11258.31,6.5,7.9,0.71,1.84,1.98,4.95,28.59,0,0.19,0.35,2.95,0.27,0.31,0.01,1.52,48.95,-0.01,185.75,-0.03,725840
CFI,198.58,11.21,10.91,0.49,0.72,2.16,8.03,1.45,0.12,0.13,0.2,2.29,0.08,0.07,0.02,2.1,54.01,0,16.25,0,24116
CFN,7518.01,19.51,13.95,1.61,2.07,1.37,3.89,1.73,0,0.05,0.07,5.06,0.21,0.11,-0.03,1.5,44.51,0,33.76,-0.02,1875844
CGI,396.23,13.19,11.22,0.36,0.65,1.83,48.98,1.31,0.06,0.06,0.15,1.34,1.11,0.05,-0.06,1.63,30.55,-0.03,17.28,-0.04,444271
CGNX,1627.56,24.04,18.3,2.4,5.02,2.82,10.83,1.56,0.06,0.11,0.12,4.78,0,0.21,-0.04,1.54,32.3,-0.01,37.51,-0.01,169202
CGX,337.95,20.07,11.26,20.07,0.32,1.21,39.62,1.75,0.16,0.02,0.06,1.46,0.54,0.02,-0.05,1.9,36.77,0,35.13,-0.02,24231
CHD,8746.91,25.84,20.42,2.21,2.99,4.26,25.5,2.45,0,0.1,0.17,1.29,0.44,0.12,0,1.32,51.43,0,63.31,0,461517
CHDN,1334.61,22.18,17.08,1.85,1.82,1.97,35.9,3.35,0.03,0.06,0.09,0.36,0.33,0.08,0.04,1.39,62.95,0,74.31,0.02,65753
CHE,1505.07,16.83,13.05,1.61,1.04,3.16,20.63,4.74,0.02,0.11,0.2,1.47,0.37,0.06,0.02,1.5,57.5,0,79.76,0.01,140221
CHEF,389.53,26.67,16.58,1.33,0.81,9.84,3246.07,0.69,0.34,0.09,0.46,2.21,3.17,0.03,0.03,2.06,57.26,0,18.4,0.01,92336
CHKE,109.28,16.47,12.75,8.23,4.12,8.39,72.37,0.79,0.08,0.25,0.56,1.42,1,0.25,0,1.44,45.45,0,13.01,0,16400
CHKP,8976.25,15.24,12.12,1.47,6.64,2.68,6.48,2.96,0.22,0.14,0.19,1.84,0,0.46,-0.02,1.48,32.72,0,45.1,0,2149467
CHMT,2068.02,15.47,10.21,0.89,0.79,1.94,5.7,1.36,0.01,0.05,0.13,3.15,0.83,0.05,0.01,1.95,52.01,0,21.04,-0.02,345985
CHOP,100.06,2.15,4.1,0.17,0.34,0.3,0.41,0.78,0.5,0.07,0.15,1.48,1.01,0.15,-0.02,2.87,34.11,-0.02,1.68,-0.01,48223
CHRW,9304.82,15.92,19.1,1.25,0.82,6.27,44.3,3.67,0.02,0.24,0.43,1.36,0.21,0.05,0,1.35,53.61,0,58.44,0,1093692
CHS,2913.68,16.54,12.58,1.17,1.13,2.66,8.85,1.08,0.02,0.12,0.17,1.98,0,0.07,0.03,1.47,59.75,0,17.86,0,1650715
CHSP,1119.54,34.92,21.15,2.91,4.02,1.2,33.73,0.66,0.02,0.02,0.04,1.3,0.53,0.1,0.01,1.56,55.85,0,23.05,0,125521
CHU,33344.62,29.48,18.14,0.79,0.83,1,11.24,0.48,0,0.01,0.03,0.16,0.68,0.03,0.07,1.45,62.24,-0.01,14.15,0,870859
CHUY,529.91,326.5,39.34,13.06,3.07,5.95,90.43,0.1,0,0.05,0.06,0.83,0.06,0.03,0.01,2.44,56.02,0.01,32.65,0.01,134591
CISG,323.11,15.4,10.97,2.01,1.26,0.69,0.79,0.42,0.26,0.03,0.05,9.4,0,0.07,0.02,1.66,53.19,-0.03,6.47,-0.03,31837
CJES,1039,5.69,7.63,0.28,0.93,1.7,71.95,3.38,0.04,0.24,0.37,2.38,0.29,0.16,-0.05,1.55,34.76,0,19.23,0,526350
CKEC,306.31,3.16,11.22,0.26,0.57,2.04,4.47,5.44,0.03,0.17,1.33,1.22,2.91,0.18,0,1.71,53.6,0,17.17,0.01,108868
CKH,1445.21,44.3,12.64,1.38,0.91,0.84,5.14,1.64,0.04,0.01,0.02,2.71,0.56,0.03,0.02,1.35,45.32,0,72.66,0,50793
CKSW,231.04,34.62,17.73,2.31,2.25,3.71,3.87,0.21,0.09,0.07,0.11,3.13,0,0.07,-0.02,1.58,39.75,0,7.27,0,145791
CL,55493.37,24.28,18.83,2.51,3.23,31.48,50.63,4.9,0,0.19,1.15,1.26,3.02,0.15,0.01,1.3,55.28,0,118.99,0,1942556
CLB,6431.07,30.25,23.46,1.68,6.38,35.46,280.47,4.63,0.01,0.35,1.11,2.08,1.32,0.22,0.03,1.56,54.61,0,140.08,-0.01,336769
CLC,2506.36,25.74,17.89,2.84,2.24,2.74,14.47,1.96,0,0.11,0.14,4.57,0.02,0.11,0,1.27,49.52,0,50.45,-0.01,123867
CLD,1181.73,6.82,13.4,2.62,0.78,1.27,4.25,2.85,0.01,0.07,0.21,1.58,0.84,0.11,0.03,1.58,59.55,-0.01,19.43,-0.02,630666
CLGX,2624.61,22.73,14.98,1.82,1.67,2.26,15.35,1.18,0.01,0.03,0.1,1.14,0.68,0.06,0.07,1.82,63.97,0,26.82,0.01,891104
CLH,3446.76,23.95,17.06,1.82,1.58,2.4,14.27,2.38,0.09,0.04,0.11,1.91,0.98,0.06,0,1.48,55,0,56.99,0,220979
CLMS,230.9,12.82,16.59,1.28,0.71,1.16,0.45,0.88,0.03,0.21,0.09,12.36,0.47,0.39,0,1.4,49.12,-0.01,11.28,-0.01,107112
CLR,14672.2,19.33,11.81,0.68,5.7,4.64,410.64,4.09,0.68,0.1,0.27,0.84,1.12,0.29,-0.01,1.54,47.53,-0.01,79.04,-0.01,1102228
CLW,1010.82,18.03,10.97,1.2,0.54,1.93,10.69,2.52,0.04,0.04,0.12,3.08,1.32,0.03,-0.09,1.74,34.55,0,45.43,0,354123
CMC,1686.58,15.35,10.02,2.43,0.23,1.3,9.92,0.94,0,0.03,0.09,2.17,0.93,0.01,0,1.59,45.04,0.02,14.43,0.02,1979753
CMCO,356.46,10.33,12.61,0.67,0.58,1.88,3.18,1.77,0.05,0.07,0.19,3.63,0.8,0.06,-0.01,1.63,44.61,0,18.28,-0.01,49488
CMCSA,108777.86,18.14,15.32,1.06,1.74,2.21,8.76,2.28,0,0.05,0.13,1.2,0.82,0.13,0,1.55,53.94,0,41.37,0.02,13759820
CME,20289.89,22.51,16.7,1.84,6.96,0.94,12.21,2.7,0,0.02,0.04,1.14,0.13,0.31,0.01,1.32,54.94,0,60.77,0,891532
CMG,11181.07,39.19,28.44,1.93,3.97,8.69,22.03,9.23,0.02,0.18,0.24,3.16,0,0.1,0.06,1.82,64.46,0,361.73,0,339766
CMI,21099.09,12.83,10.79,1.33,1.22,3.2,13.06,8.67,0,0.14,0.27,2.29,0.12,0.1,-0.01,1.51,48.09,0,111.2,-0.01,1272458
CMLP,1443.24,65.05,30.09,3.92,6.75,1.87,72161.86,0.37,0,0.03,0.03,1.15,0.91,0.15,-0.02,1.4,43.03,-0.02,24.07,-0.04,163801
CMN,840.67,22.45,20.64,1.25,2.09,2.78,31.33,1.37,0.14,0.08,0.13,2.69,0.36,0.09,0.03,1.59,57.14,0,30.76,0,71927
CMP,2706,30.68,16.29,2.45,2.87,5.37,27.03,2.65,0.01,0.07,0.18,2.54,0.96,0.09,0.02,1.23,62.72,0,81.31,0,302498
CMS,7852.81,17.31,16.82,2.93,1.21,2.43,13.4,1.7,0.01,0.03,0.14,1.54,2.31,0.07,0.03,1.38,73.54,0,29.43,0.01,1880119
CMTL,399.98,20.32,21.23,0.58,1.06,0.97,1.13,1.17,0.03,0.03,0.05,8.57,0.48,0.06,0,1.4,44.43,0,23.78,-0.01,64138
CNH,10687.19,9.32,8.55,0.81,0.52,1.25,1.71,4.73,0.88,0.03,0.14,1.49,2.11,0.05,0.07,1.78,62.77,0,44.1,0.01,246719
CNI,40738.04,17.21,13.89,1.49,4.12,3.76,323.55,5.57,0.1,0.09,0.22,0.71,0.67,0.25,-0.01,1.35,46.02,0,95.87,0,466913
CNK,3374.64,19.97,14.18,1.64,1.36,3.11,4.54,1.47,0.01,0.05,0.16,2.5,1.77,0.07,0.01,1.45,57.54,0,29.36,0.01,421686
